title,company,role,city,work_mode,experience,exp_min,exp_max,exp_avg,salary,description,skills,url,combined_text,extracted_skills,skill_count,skills_list,extracted_skills_str
Data Analyst,Dexian India Technologies,Data Analyst,Bengaluru(Silk Board),On-site,0-1 Yrs,0,1,0.5,Not disclosed,"Perform analysis of wind turbine image data. Assist in identifying, comparing, and ann...","data analysis, communication skills, data validation, problem solving, wind energy, data collection, defect identification, renewable energy",https://www.naukri.com/job-listings-data-analyst-dexian-india-technologies-bengaluru-0-to-1-years-180226017779,"Perform analysis of wind turbine image data. Assist in identifying, comparing, and ann... data analysis, communication skills, data validation, problem solving, wind energy, data collection, defect identification, renewable energy",[],8,"['data analysis', 'communication skills', 'data validation', 'problem solving', 'wind energy', 'data collection', 'defect identification', 'renewable energy']","data analysis, communication skills, data validation, problem solving, wind energy, data collection, defect identification, renewable energy"
Data Analyst,THE Talent Keepers,Data Analyst,Noida,On-site,0-3 Yrs,0,3,1.5,Not disclosed,1 3 years of relevant experience as a Business Analyst or in a similar analytical role ...,"data analysis, excel, project management, process improvement, analytical, agile, power bi, jira",https://www.naukri.com/job-listings-data-analyst-the-talent-keepers-noida-0-to-3-years-190226501475,"1 3 years of relevant experience as a Business Analyst or in a similar analytical role ... data analysis, excel, project management, process improvement, analytical, agile, power bi, jira",[],8,"['data analysis', 'excel', 'project management', 'process improvement', 'analytical', 'agile', 'power bi', 'jira']","data analysis, excel, project management, process improvement, analytical, agile, power bi, jira"
Data Analyst,Transunion,Data Analyst,Hyderabad,On-site,0-5 Yrs,0,5,2.5,Not disclosed,This role is essential to keep the lights on for core reporting and monitoring activiti...,"quality monitoring, data analysis, data services, focus, data quality, data integrity, data analyst, business continuity",https://www.naukri.com/job-listings-data-analyst-transunion-hyderabad-0-to-5-years-170226501964,"This role is essential to keep the lights on for core reporting and monitoring activiti... quality monitoring, data analysis, data services, focus, data quality, data integrity, data analyst, business continuity",[],8,"['quality monitoring', 'data analysis', 'data services', 'focus', 'data quality', 'data integrity', 'data analyst', 'business continuity']","quality monitoring, data analysis, data services, focus, data quality, data integrity, data analyst, business continuity"
Data Analyst,Viaprom Technologies,Data Analyst,Bengaluru,On-site,2-5 Yrs,2,5,3.5,Not disclosed,Role Overview: We at VIAPROM are seeking a skilled Data Analyst with 2-5 years of exper...,"data analyst, analytics, python, data analytics, data analysis, automation, data validation, data processing",https://www.naukri.com/job-listings-data-analyst-viaprom-technologies-pvt-ltd-bengaluru-2-to-5-years-160226920084,"Role Overview: We at VIAPROM are seeking a skilled Data Analyst with 2-5 years of exper... data analyst, analytics, python, data analytics, data analysis, automation, data validation, data processing",[],8,"['data analyst', 'analytics', 'python', 'data analytics', 'data analysis', 'automation', 'data validation', 'data processing']","data analyst, analytics, python, data analytics, data analysis, automation, data validation, data processing"
Data Analyst,Logic Planet,Data Analyst,Kolkata,On-site,3-6 Yrs,3,6,4.5,Not disclosed,Data Analyst profiles (around 3 years of experience) who have strong experience in Data...,"llm, data analyst, finance, healthcare, data analysis, data",https://www.naukri.com/job-listings-data-analyst-logicplanet-it-services-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-6-years-200226504752,"Data Analyst profiles (around 3 years of experience) who have strong experience in Data... llm, data analyst, finance, healthcare, data analysis, data",[],6,"['llm', 'data analyst', 'finance', 'healthcare', 'data analysis', 'data']","llm, data analyst, finance, healthcare, data analysis, data"
Data Analyst,BDO India,Data Analyst,Bengaluru,On-site,5-8 Yrs,5,8,6.5,9.5-14 Lacs PA,"1) A bachelors degree in Computer Science, Information Management, Statistics, or a com...","data analytics, r, sas, power bi, data manipulation, data visualization, spss, tableau",https://www.naukri.com/job-listings-data-analyst-bdo-india-bengaluru-5-to-8-years-120226017113,"1) A bachelors degree in Computer Science, Information Management, Statistics, or a com... data analytics, r, sas, power bi, data manipulation, data visualization, spss, tableau",[],7,"['data analytics', 'sas', 'power bi', 'data manipulation', 'data visualization', 'spss', 'tableau']","data analytics, sas, power bi, data manipulation, data visualization, spss, tableau"
Data Analyst,Genpact,Data Analyst,Hyderabad,On-site,5-7 Yrs,5,7,6.0,15-20 Lacs PA,Preferred Qualifications / Skills Performed associative and comparative analysis prefer...,"people analytics, power bi, customer analytics, data analytics, sql, data analysis, analytics, analysis",https://www.naukri.com/job-listings-data-analyst-genpact-hyderabad-5-to-7-years-130126011842,"Preferred Qualifications / Skills Performed associative and comparative analysis prefer... people analytics, power bi, customer analytics, data analytics, sql, data analysis, analytics, analysis",[],8,"['people analytics', 'power bi', 'customer analytics', 'data analytics', 'sql', 'data analysis', 'analytics', 'analysis']","people analytics, power bi, customer analytics, data analytics, sql, data analysis, analytics, analysis"
Data Analyst,Shell Infotech,Data Analyst,Bengaluru,Hybrid,4-6 Yrs,4,6,5.0,Not disclosed,"SQL, CDP (Treasure Data), Python/Dig-Dag and Presto/Sql, data engineering.Knowledge & ...","data analysis, treasure data, cdp, presto, data engineering, dig-dag, sql, analysis",https://www.naukri.com/job-listings-data-analyst-shell-infotech-bengaluru-4-to-6-years-200226025447,"SQL, CDP (Treasure Data), Python/Dig-Dag and Presto/Sql, data engineering.Knowledge & ... data analysis, treasure data, cdp, presto, data engineering, dig-dag, sql, analysis",[],8,"['data analysis', 'treasure data', 'cdp', 'presto', 'data engineering', 'dig-dag', 'sql', 'analysis']","data analysis, treasure data, cdp, presto, data engineering, dig-dag, sql, analysis"
Data Analyst,Anblicks Solutions,Data Analyst,Hyderabad,Hybrid,4-6 Yrs,4,6,5.0,Not disclosed,Role & responsibilities  Key Responsibilities: Ensure successful execution of productio...,"python, dashboard development, sql, data analysis, data analytics, analysis, development, analytics",https://www.naukri.com/job-listings-data-analyst-anblicks-solutions-hyderabad-4-to-6-years-200226009099,"Role & responsibilities  Key Responsibilities: Ensure successful execution of productio... python, dashboard development, sql, data analysis, data analytics, analysis, development, analytics",[],8,"['python', 'dashboard development', 'sql', 'data analysis', 'data analytics', 'analysis', 'development', 'analytics']","python, dashboard development, sql, data analysis, data analytics, analysis, development, analytics"
Data Analyst,Virtusa,Data Analyst,Chennai,On-site,7-10 Yrs,7,10,8.5,Not disclosed,Data Analysis Insights Analyze complex datasets to identify trends patterns and opportu...,"data analyst, azure, power bi, finance, bigquery, tableau, looker, forecasting",https://www.naukri.com/job-listings-data-analyst-virtusa-consulting-services-pvt-ltd-chennai-7-to-10-years-180226936432,"Data Analysis Insights Analyze complex datasets to identify trends patterns and opportu... data analyst, azure, power bi, finance, bigquery, tableau, looker, forecasting",[],8,"['data analyst', 'azure', 'power bi', 'finance', 'bigquery', 'tableau', 'looker', 'forecasting']","data analyst, azure, power bi, finance, bigquery, tableau, looker, forecasting"
Data & Records Governance Analyst,Barclays,Data Analyst,Pune,On-site,0-7 Yrs,0,7,3.5,Not disclosed,. Proficiency in data analytics and insight generation to derive actionable insights fr...,"remediation, senior analyst, machine learning, data governance, data quality, risk management, continuous improvement, stakeholder management",https://www.naukri.com/job-listings-data-records-governance-analyst-barclays-shared-services-pune-0-to-7-years-160226501507,". Proficiency in data analytics and insight generation to derive actionable insights fr... remediation, senior analyst, machine learning, data governance, data quality, risk management, continuous improvement, stakeholder management",[],8,"['remediation', 'senior analyst', 'machine learning', 'data governance', 'data quality', 'risk management', 'continuous improvement', 'stakeholder management']","remediation, senior analyst, machine learning, data governance, data quality, risk management, continuous improvement, stakeholder management"
Data Analyst,Capco,Data Analyst,Pune,On-site,8-12 Yrs,8,12,10.0,Not disclosed,"Create and maintain the data models. To be successful in this role, you should meet the...","data analysis, metadata, data modeling, agile, data analyst, gap analysis, technical support, sdlc",https://www.naukri.com/job-listings-data-analyst-capco-technologies-pvt-ltd-pune-8-to-12-years-190226503174,"Create and maintain the data models. To be successful in this role, you should meet the... data analysis, metadata, data modeling, agile, data analyst, gap analysis, technical support, sdlc",[],8,"['data analysis', 'metadata', 'data modeling', 'agile', 'data analyst', 'gap analysis', 'technical support', 'sdlc']","data analysis, metadata, data modeling, agile, data analyst, gap analysis, technical support, sdlc"
Data Analyst,ADA Global,Data Analyst,Bengaluru,On-site,0-1 Yrs,0,1,0.5,Not disclosed,Preferred Qualifications (Good to Have) . Internship or academic project experience in ...,"python, data analysis, data analytics, power bi, data warehousing, dashboards, business intelligence, sql",https://www.naukri.com/job-listings-data-analyst-ada-global-bengaluru-0-to-1-years-060226501811,"Preferred Qualifications (Good to Have) . Internship or academic project experience in ... python, data analysis, data analytics, power bi, data warehousing, dashboards, business intelligence, sql",[],8,"['python', 'data analysis', 'data analytics', 'power bi', 'data warehousing', 'dashboards', 'business intelligence', 'sql']","python, data analysis, data analytics, power bi, data warehousing, dashboards, business intelligence, sql"
Data Analyst,Double Ticks,Data Analyst,Mumbai,On-site,0-1 Yrs,0,1,0.5,Not disclosed,"Experience with data visualization tools (Tableau, Power BI, etc.) . Understanding of b...","computer science, data analysis, analytical, data analyst, internship, analytics, reporting tools, crm",https://www.naukri.com/job-listings-data-analyst-double-ticks-mumbai-0-to-1-years-100226503400,"Experience with data visualization tools (Tableau, Power BI, etc.) . Understanding of b... computer science, data analysis, analytical, data analyst, internship, analytics, reporting tools, crm",[],8,"['computer science', 'data analysis', 'analytical', 'data analyst', 'internship', 'analytics', 'reporting tools', 'crm']","computer science, data analysis, analytical, data analyst, internship, analytics, reporting tools, crm"
Data Analyst,Randstad GCC,Data Analyst,Hyderabad,Hybrid,5-10 Yrs,5,10,7.5,Not disclosed,Preferred candidate profile,"data visualization, data extraction, data cleansing, data analytics, data reporting, cleansing, analytics, reporting",https://www.naukri.com/job-listings-data-analyst-randstad-hyderabad-5-to-10-years-100226009503,"Preferred candidate profile data visualization, data extraction, data cleansing, data analytics, data reporting, cleansing, analytics, reporting",[],8,"['data visualization', 'data extraction', 'data cleansing', 'data analytics', 'data reporting', 'cleansing', 'analytics', 'reporting']","data visualization, data extraction, data cleansing, data analytics, data reporting, cleansing, analytics, reporting"
Data Analyst,KNOW,Data Analyst,Chennai,On-site,2-4 Yrs,2,4,3.0,10-15 Lacs PA,We are hiring a Data Analyst with 2+ years of hands-on experience in SQL-based data ana...,"power bi, sql query writing, excel, data visualization, data analytics, sql queries, tableau, sql coding",https://www.naukri.com/job-listings-data-analyst-forward-biz-chennai-2-to-4-years-090226020579,"We are hiring a Data Analyst with 2+ years of hands-on experience in SQL-based data ana... power bi, sql query writing, excel, data visualization, data analytics, sql queries, tableau, sql coding",[],8,"['power bi', 'sql query writing', 'excel', 'data visualization', 'data analytics', 'sql queries', 'tableau', 'sql coding']","power bi, sql query writing, excel, data visualization, data analytics, sql queries, tableau, sql coding"
Data Analyst,Coralindia,Data Analyst,Erode,On-site,7-12 Yrs,7,12,9.5,Not disclosed,"Roles and ResponsibilitiesManage data collection, analysis, and reporting for various p...","data analysis, power bi, data management, data visualization, data collection, data analytics, data reporting, analysis",https://www.naukri.com/job-listings-data-analyst-coralindia-erode-7-to-12-years-180226018383,"Roles and ResponsibilitiesManage data collection, analysis, and reporting for various p... data analysis, power bi, data management, data visualization, data collection, data analytics, data reporting, analysis",[],8,"['data analysis', 'power bi', 'data management', 'data visualization', 'data collection', 'data analytics', 'data reporting', 'analysis']","data analysis, power bi, data management, data visualization, data collection, data analytics, data reporting, analysis"
Data Analyst,Tek Travels,Data Analyst,Gurugram,On-site,1-3 Yrs,1,3,2.0,Not disclosed,Bachelor s degree ideally in a business or quantitative subject (e.gThe only thing to s...,"power bi, tableau, sql, excel, data analysis, data visualization, data extraction, advanced excel",https://www.naukri.com/job-listings-data-analyst-tek-travels-gurugram-1-to-3-years-100226923321,"Bachelor s degree ideally in a business or quantitative subject (e.gThe only thing to s... power bi, tableau, sql, excel, data analysis, data visualization, data extraction, advanced excel",[],8,"['power bi', 'tableau', 'sql', 'excel', 'data analysis', 'data visualization', 'data extraction', 'advanced excel']","power bi, tableau, sql, excel, data analysis, data visualization, data extraction, advanced excel"
DATA ANALYST L3,Wipro,Data Analyst,Pune,On-site,3-5 Yrs,3,5,4.0,Not disclosed,Experience: 3-5 Years . .,"data analyst, analytics, automation, c, data validation, 135006, design, business analytics",https://www.naukri.com/job-listings-data-analyst-l3-wipro-limited-pune-3-to-5-years-100226925169,"Experience: 3-5 Years . . data analyst, analytics, automation, c, data validation, 135006, design, business analytics",[],7,"['data analyst', 'analytics', 'automation', 'data validation', '135006', 'design', 'business analytics']","data analyst, analytics, automation, data validation, 135006, design, business analytics"
Data Analyst - Resource (Manpower) Optimization - Bhopal,Dilip Buildcon,Data Analyst,Bhopal,On-site,2-4 Yrs,2,4,3.0,8-12 Lacs PA,Please submit your resume - dblcareers@dilipbuildcon.co.in Role & responsibilities: An...,"data analysis, resource management, power bi, optimization, manpower, analysis, management, bi",https://www.naukri.com/job-listings-data-analyst-resource-manpower-optimization-bhopal-dilip-buildcon-ltd-bhopal-2-to-4-years-200226024742,"Please submit your resume - dblcareers@dilipbuildcon.co.in Role & responsibilities: An... data analysis, resource management, power bi, optimization, manpower, analysis, management, bi",[],8,"['data analysis', 'resource management', 'power bi', 'optimization', 'manpower', 'analysis', 'management', 'bi']","data analysis, resource management, power bi, optimization, manpower, analysis, management, bi"
Data Analyst,Manpowergroup Services India,Data Analyst,Mumbai (All Areas)(Malad),On-site,1-5 Yrs,1,5,3.0,3.75-6 Lacs PA,Essential . Education . Any Graduate . Work Experience . 23 years of experience in data...,"visualization, import, power bi, segregation, data entry, average costing, excel, mis",https://www.naukri.com/job-listings-data-analyst-manpowergroup-services-india-mumbai-all-areas-1-to-5-years-210226011153,"Essential . Education . Any Graduate . Work Experience . 23 years of experience in data... visualization, import, power bi, segregation, data entry, average costing, excel, mis",[],8,"['visualization', 'import', 'power bi', 'segregation', 'data entry', 'average costing', 'excel', 'mis']","visualization, import, power bi, segregation, data entry, average costing, excel, mis"
Data Analyst,Logic Planet,Data Analyst,Bengaluru,On-site,3-12 Yrs,3,12,7.5,Not disclosed,"Facilitate regular team meetings to discuss progress, challenges, and solutions. . Prof...","analytical skills, data analysis, mentor, application development, application lead, data visualization, management, data",https://www.naukri.com/job-listings-data-analyst-logicplanet-it-services-bengaluru-3-to-12-years-210226500048,"Facilitate regular team meetings to discuss progress, challenges, and solutions. . Prof... analytical skills, data analysis, mentor, application development, application lead, data visualization, management, data",[],8,"['analytical skills', 'data analysis', 'mentor', 'application development', 'application lead', 'data visualization', 'management', 'data']","analytical skills, data analysis, mentor, application development, application lead, data visualization, management, data"
DATA ANALYST L3,Wipro,Data Analyst,Pune,On-site,3-5 Yrs,3,5,4.0,Not disclosed,Experience: 3-5 Years . .,"data analyst, analytics, automation, c, data validation, design, business analytics, data integration",https://www.naukri.com/job-listings-data-analyst-l3-wipro-limited-pune-3-to-5-years-100226925269,"Experience: 3-5 Years . . data analyst, analytics, automation, c, data validation, design, business analytics, data integration",[],7,"['data analyst', 'analytics', 'automation', 'data validation', 'design', 'business analytics', 'data integration']","data analyst, analytics, automation, data validation, design, business analytics, data integration"
Data Analyst - O&M,Aditya Birla Insulators,Data Analyst,Mumbai,On-site,7-8 Yrs,7,8,7.5,Not disclosed,Principal Accountability/ Key Result Areas      Supporting Actions    (Max     1325 ...,"automation, sap, operational excellence, project management, data analytics, scheduling, spss, continuous improvement",https://www.naukri.com/job-listings-data-analyst-o-m-aditya-birla-insulators-mumbai-7-to-8-years-190226503620,"Principal Accountability/ Key Result Areas      Supporting Actions    (Max     1325 ... automation, sap, operational excellence, project management, data analytics, scheduling, spss, continuous improvement",[],8,"['automation', 'sap', 'operational excellence', 'project management', 'data analytics', 'scheduling', 'spss', 'continuous improvement']","automation, sap, operational excellence, project management, data analytics, scheduling, spss, continuous improvement"
DATA ANALYST L4,Wipro,Data Analyst,Pune,On-site,5-8 Yrs,5,8,6.5,Not disclosed,Experience: 5-8 Years . .,"data analyst, analytics, automation, c, data validation, design, data governance, business analytics",https://www.naukri.com/job-listings-data-analyst-l4-wipro-limited-pune-5-to-8-years-100226926007,"Experience: 5-8 Years . . data analyst, analytics, automation, c, data validation, design, data governance, business analytics",[],7,"['data analyst', 'analytics', 'automation', 'data validation', 'design', 'data governance', 'business analytics']","data analyst, analytics, automation, data validation, design, data governance, business analytics"
Data Analyst,Coforge,Data Analyst,Noida,On-site,6-10 Yrs,6,10,8.0,15-22.5 Lacs PA,"Senior Data Analyst - 4+ yrs in analytics, strong knowledge of SQL (Postgres and Snowf...","postgresql, snowflake, python, data analytics, etl, sql, analytics, data analysis",https://www.naukri.com/job-listings-data-analyst-coforge-noida-6-to-10-years-160126026368,"Senior Data Analyst - 4+ yrs in analytics, strong knowledge of SQL (Postgres and Snowf... postgresql, snowflake, python, data analytics, etl, sql, analytics, data analysis",[],8,"['postgresql', 'snowflake', 'python', 'data analytics', 'etl', 'sql', 'analytics', 'data analysis']","postgresql, snowflake, python, data analytics, etl, sql, analytics, data analysis"
Data Analyst,xyz,Data Analyst,Bengaluru,Hybrid,2-6 Yrs,2,6,4.0,Not disclosed,Role and ResponsibilitiesThe Business Analyst role will focus on ServiceNow platformenh...,"data analysis, power bi, python, stakeholder management, analysis, data, management, bi",https://www.naukri.com/job-listings-data-analyst-clarity-consulting-bengaluru-2-to-6-years-210226013119,"Role and ResponsibilitiesThe Business Analyst role will focus on ServiceNow platformenh... data analysis, power bi, python, stakeholder management, analysis, data, management, bi",[],8,"['data analysis', 'power bi', 'python', 'stakeholder management', 'analysis', 'data', 'management', 'bi']","data analysis, power bi, python, stakeholder management, analysis, data, management, bi"
Data Analyst (IoT),Log9 Materials,Data Analyst,Bengaluru,On-site,0-6 Yrs,0,6,3.0,Not disclosed,Work Type: Full Time . Qualifications . Master s or Bachelors degree in a relevant fiel...,"sas, big data analytics, data analyst, customer service, business intelligence, macros, analytics, reporting tools",https://www.naukri.com/job-listings-data-analyst-iot-log9-materials-bengaluru-0-to-6-years-110325506630,"Work Type: Full Time . Qualifications . Master s or Bachelors degree in a relevant fiel... sas, big data analytics, data analyst, customer service, business intelligence, macros, analytics, reporting tools",[],8,"['sas', 'big data analytics', 'data analyst', 'customer service', 'business intelligence', 'macros', 'analytics', 'reporting tools']","sas, big data analytics, data analyst, customer service, business intelligence, macros, analytics, reporting tools"
Data Analyst,Triton executive,Data Analyst,Gurugram,Hybrid,9-14 Yrs,9,14,11.5,Not disclosed,Preferred candidate profile Preferred Industries: BPO / Shared Services / Operations / ...,"mis preparation, tableau, power bi dashboards, mis, data analytics, power bi, advanced excel, mis reporting",https://www.naukri.com/job-listings-data-analyst-tritonexec-gurugram-9-to-14-years-280126043792,"Preferred candidate profile Preferred Industries: BPO / Shared Services / Operations / ... mis preparation, tableau, power bi dashboards, mis, data analytics, power bi, advanced excel, mis reporting",[],8,"['mis preparation', 'tableau', 'power bi dashboards', 'mis', 'data analytics', 'power bi', 'advanced excel', 'mis reporting']","mis preparation, tableau, power bi dashboards, mis, data analytics, power bi, advanced excel, mis reporting"
Data Analyst,Criticalriver,Data Analyst,Bengaluru(M.G Road),On-site,4-7 Yrs,4,7,5.5,Not disclosed,Job Title: Data AnalystLocation: Bangalore 5 days WFO (Client location : MG Road )Expe...,"data analytics, sql, python, power bi, data analysis, data visualization, tableau, analytics",https://www.naukri.com/job-listings-data-analyst-criticalriver-bengaluru-4-to-7-years-120226009874,"Job Title: Data AnalystLocation: Bangalore 5 days WFO (Client location : MG Road )Expe... data analytics, sql, python, power bi, data analysis, data visualization, tableau, analytics",[],8,"['data analytics', 'sql', 'python', 'power bi', 'data analysis', 'data visualization', 'tableau', 'analytics']","data analytics, sql, python, power bi, data analysis, data visualization, tableau, analytics"
Data Engineer / Data Analyst (Hybrid Role),Accion Labs,Data Analyst,Pune,Hybrid,9-14 Yrs,9,14,11.5,Not disclosed,very good at Python and SQL. . Having experience in any cloud is mandatory but GCP or A...,"sql, python, gcp, spark, aws, data, data analysis, data engineering",https://www.naukri.com/job-listings-data-engineer-data-analyst-hybrid-role-accion-labs-pune-bengaluru-mumbai-all-areas-9-to-14-years-110226008909,"very good at Python and SQL. . Having experience in any cloud is mandatory but GCP or A... sql, python, gcp, spark, aws, data, data analysis, data engineering",[],8,"['sql', 'python', 'gcp', 'spark', 'aws', 'data', 'data analysis', 'data engineering']","sql, python, gcp, spark, aws, data, data analysis, data engineering"
Data Analyst,Morningstar,Data Analyst,Mumbai,On-site,1-6 Yrs,1,6,3.5,Not disclosed,"Candidates in this role may need to work in rotational shifts, including night shiftsHo...","career development, excel, data research, investment research, ms office tools, power bi, investment management, operations",https://www.naukri.com/job-listings-data-analyst-morningstar-india-p-ltd-mumbai-1-to-6-years-180226503186,"Candidates in this role may need to work in rotational shifts, including night shiftsHo... career development, excel, data research, investment research, ms office tools, power bi, investment management, operations",[],8,"['career development', 'excel', 'data research', 'investment research', 'ms office tools', 'power bi', 'investment management', 'operations']","career development, excel, data research, investment research, ms office tools, power bi, investment management, operations"
Data Analyst,Keystone Realtors,Data Analyst,Mumbai(Andheri East),On-site,3-8 Yrs,3,8,5.5,Not disclosed,"Google Sheets Expertise . Proficient in advanced formulas such as Array, Import Data fu...","data analysis, data analytics, google sheets, power bi, ai techniques, google forms, data visualization, advanced excel",https://www.naukri.com/job-listings-data-analyst-keystone-realtors-mumbai-3-to-8-years-240125020270,"Google Sheets Expertise . Proficient in advanced formulas such as Array, Import Data fu... data analysis, data analytics, google sheets, power bi, ai techniques, google forms, data visualization, advanced excel",[],8,"['data analysis', 'data analytics', 'google sheets', 'power bi', 'ai techniques', 'google forms', 'data visualization', 'advanced excel']","data analysis, data analytics, google sheets, power bi, ai techniques, google forms, data visualization, advanced excel"
Data Analyst,Guidehouse,Data Analyst,Chennai,On-site,1-6 Yrs,1,6,3.5,Not disclosed,Travel Required : None,"process automation, mis reporting, san, backend, data analysis, excel, staffing, resource management",https://www.naukri.com/job-listings-data-analyst-guidehouse-chennai-thiruvananthapuram-1-to-6-years-210226501575,"Travel Required : None process automation, mis reporting, san, backend, data analysis, excel, staffing, resource management",[],8,"['process automation', 'mis reporting', 'san', 'backend', 'data analysis', 'excel', 'staffing', 'resource management']","process automation, mis reporting, san, backend, data analysis, excel, staffing, resource management"
Data Analyst Role,Family Health Plan (FHPL),Data Analyst,Hyderabad,On-site,2-4 Yrs,2,4,3.0,4-6 Lacs PA,"Role & responsibilities Collect, clean, and validate data from policy, claims, underwri...","power bi, data analysis, data analytics, data, bi, analysis, analytics",https://www.naukri.com/job-listings-data-analyst-role-family-health-plan-fhpl-hyderabad-2-to-4-years-120226022323,"Role & responsibilities Collect, clean, and validate data from policy, claims, underwri... power bi, data analysis, data analytics, data, bi, analysis, analytics",[],7,"['power bi', 'data analysis', 'data analytics', 'data', 'bi', 'analysis', 'analytics']","power bi, data analysis, data analytics, data, bi, analysis, analytics"
Data Analyst - 21st Feb (Saturday)- Virtual Interview- Pan India,Tata Consultancy Services,Data Analyst,Kolkata,On-site,8-13 Yrs,8,13,10.5,Not disclosed,Required Skill Set: . 5+ years of experience as a Data AnalystExperience Range:8-14 Yea...,"azure synapse, sql, power bi, data modeling, pan, data analysis, microsoft azure, data",https://www.naukri.com/job-listings-data-analyst-21st-feb-saturday-virtual-interview-pan-india-tata-consultancy-services-kolkata-hyderabad-8-to-13-years-190226007827,"Required Skill Set: . 5+ years of experience as a Data AnalystExperience Range:8-14 Yea... azure synapse, sql, power bi, data modeling, pan, data analysis, microsoft azure, data",[],8,"['azure synapse', 'sql', 'power bi', 'data modeling', 'pan', 'data analysis', 'microsoft azure', 'data']","azure synapse, sql, power bi, data modeling, pan, data analysis, microsoft azure, data"
Channel Data Analyst,Integrichain,Data Analyst,Pune,On-site,3-8 Yrs,3,8,5.5,Not disclosed,Qualifications and Competencies: . Bachelors Degree. 3+ years of work experience in a q...,"administration, data management, analytical, pharma, healthcare, data analyst, data quality, troubleshooting",https://www.naukri.com/job-listings-channel-data-analyst-integrichain-pune-3-to-8-years-190226502186,"Qualifications and Competencies: . Bachelors Degree. 3+ years of work experience in a q... administration, data management, analytical, pharma, healthcare, data analyst, data quality, troubleshooting",[],8,"['administration', 'data management', 'analytical', 'pharma', 'healthcare', 'data analyst', 'data quality', 'troubleshooting']","administration, data management, analytical, pharma, healthcare, data analyst, data quality, troubleshooting"
Data Analyst,Anarock Property Consultants,Data Analyst,Mumbai(Bandra Kurla Complex),On-site,5-8 Yrs,5,8,6.5,25-30 Lacs PA,"working knowledge of Python - Experience working with large, complex datasets - Strong ...","etl, sql, python, generative ai, quicksight, power bi, dms, data analytics",https://www.naukri.com/job-listings-data-analyst-anarock-property-consultants-mumbai-5-to-8-years-120226009900,"working knowledge of Python - Experience working with large, complex datasets - Strong ... etl, sql, python, generative ai, quicksight, power bi, dms, data analytics",[],8,"['etl', 'sql', 'python', 'generative ai', 'quicksight', 'power bi', 'dms', 'data analytics']","etl, sql, python, generative ai, quicksight, power bi, dms, data analytics"
"Data Analyst , Sensory and Consumer Experience",Pepsico,Data Analyst,Hyderabad,On-site,5-6 Yrs,5,6,5.5,Not disclosed,This role will support the Experience Consumer Research team located in India Capabilit...,"data analyst, analytics, data analysis, data science, programmer, statistical analysis, research, statistics",https://www.naukri.com/job-listings-data-analyst-sensory-and-consumer-experience-pepsico-global-business-services-india-llp-hyderabad-5-to-6-years-170226942015,"This role will support the Experience Consumer Research team located in India Capabilit... data analyst, analytics, data analysis, data science, programmer, statistical analysis, research, statistics",[],8,"['data analyst', 'analytics', 'data analysis', 'data science', 'programmer', 'statistical analysis', 'research', 'statistics']","data analyst, analytics, data analysis, data science, programmer, statistical analysis, research, statistics"
"Data Analyst , Sensory and Consumer Experience",Pepsico,Data Analyst,Hyderabad,On-site,5-6 Yrs,5,6,5.5,Not disclosed,This role will support the Experience Consumer Research team located in India Capabilit...,"data analyst, data science, mean, communication skills, bs, r, programmer, data analysis",https://www.naukri.com/job-listings-data-analyst-sensory-and-consumer-experience-pepsico-global-business-services-india-llp-hyderabad-5-to-6-years-190226929291,"This role will support the Experience Consumer Research team located in India Capabilit... data analyst, data science, mean, communication skills, bs, r, programmer, data analysis",[],7,"['data analyst', 'data science', 'mean', 'communication skills', 'bs', 'programmer', 'data analysis']","data analyst, data science, mean, communication skills, bs, programmer, data analysis"
Data Analyst,Lumina Datamatics,Data Analyst,Mumbai,On-site,2-7 Yrs,2,7,4.5,Not disclosed,Qualifications: Any Graduate Position / Job Title: Data Analyst . Key Requirements: . M...,"advance sql, python, data analysis, data analytics, sas, data mining, bi, power bi",https://www.naukri.com/job-listings-data-analyst-lumina-datamatics-mumbai-2-to-7-years-130226504307,"Qualifications: Any Graduate Position / Job Title: Data Analyst . Key Requirements: . M... advance sql, python, data analysis, data analytics, sas, data mining, bi, power bi",[],8,"['advance sql', 'python', 'data analysis', 'data analytics', 'sas', 'data mining', 'bi', 'power bi']","advance sql, python, data analysis, data analytics, sas, data mining, bi, power bi"
Data Verification Analyst,Foundation Ai,Data Analyst,Kolkata,On-site,0-5 Yrs,0,5,2.5,Not disclosed,Foundation AI is looking for Data Verification Analyst to join our dynamic team and emb...,"metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining",https://www.naukri.com/job-listings-data-verification-analyst-foundation-ai-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-5-years-101224501433,"Foundation AI is looking for Data Verification Analyst to join our dynamic team and emb... metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining",[],8,"['metadata', 'python', 'data analysis', 'data management', 'data analytics', 'data validation', 'configuration', 'data mining']","metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining"
